500	358	337	12	28
500	384	366	16	15
1000	512	419	68	53
1500	504	315	106	116
2000	414	110	109	231
2500	363	58	49	295
3000	377	50	22	348
3500	395	52	27	366
4000	385	49	36	346
4500	397	52	58	339
5000	374	49	96	278
5500	325	32	136	189
6000	246	18	131	115
6500	200	18	111	89
7000	176	24	88	88
7500	195	46	84	111
8000	216	68	76	140
8500	245	94	74	171
9000	256	114	64	192
9500	282	138	58	224
10000	291	166	55	236
10500	313	197	51	262
11000	332	225	44	288
11500	350	241	51	299
12000	345	243	50	295
12500	341	256	43	298
13000	352	268	40	312
13500	357	274	42	315
14000	364	278	45	319
14500	339	258	40	299
15000	335	248	49	286
15500	328	252	39	289
16000	320	248	34	286
16500	321	255	28	293
17000	315	250	24	291
17500	325	254	28	297
18000	329	256	33	296
18500	333	251	40	293
19000	329	245	43	286
19500	308	199	69	239
20000	261	163	65	196
20500	237	136	69	168
21000	208	116	68	140
21500	196	112	60	136
22000	199	116	62	137
22500	196	105	70	126
23000	196	112	64	132
23500	214	126	67	147
24000	223	131	71	152
24500	218	131	66	152
25000	216	134	62	154
25500	223	144	65	158
26000	233	153	66	167
26500	231	156	63	168
27000	252	174	66	186
27500	250	175	62	188
28000	252	183	56	196
28500	254	186	54	200
29000	255	185	58	197
29500	265	199	50	215
30000	272	209	43	229
30500	287	229	38	249
31000	291	240	33	258
31500	301	252	31	270
32000	309	263	29	280
32500	307	268	22	285
33000	309	270	19	290
33500	313	274	18	295
34000	309	275	15	294
34500	313	276	14	299
35000	314	283	10	304
35500	317	285	11	306
36000	318	286	10	308
36500	323	291	11	312
37000	330	296	11	319
37500	328	295	11	317
38000	338	302	11	327
38500	326	290	10	316
39000	341	301	11	330
39500	354	309	8	346
40000	340	293	9	331
40500	333	285	9	324
41000	335	284	10	325
41500	346	289	12	334
42000	347	292	9	338
42500	349	292	10	339
43000	341	282	10	331
43500	348	278	19	329
44000	340	266	27	313
44500	339	260	32	307
45000	340	254	39	301
45500	329	250	41	288
46000	322	245	45	277
46500	314	238	52	262
47000	307	230	55	252
47500	306	231	49	257
48000	309	236	52	257
48500	303	237	49	254
49000	297	241	40	257
49500	298	244	35	263
50000	304	249	36	268
50500	294	242	30	264
51000	299	249	28	271
51500	305	255	26	279
52000	305	256	20	285
52500	308	263	14	294
53000	321	277	10	311
53500	318	275	9	309
54000	326	279	9	317
54500	326	275	10	316
55000	331	276	8	323
55500	334	275	8	326
56000	338	269	9	329
56500	338	265	7	331
57000	342	260	10	332
57500	348	261	13	335
58000	347	259	14	333
58500	361	264	14	347
59000	358	259	16	342
59500	346	243	23	323
60000	343	235	33	310
60500	321	222	43	278
61000	299	218	37	262
61500	302	222	37	265
62000	303	228	38	265
62500	311	239	35	276
63000	308	243	26	282
63500	308	242	27	281
64000	302	240	21	281
64500	307	250	17	290
65000	317	257	15	302
65500	322	260	15	307
66000	327	266	13	314
66500	324	264	11	313
67000	323	260	11	312
67500	331	262	13	318
68000	328	260	10	318
68500	323	252	8	315
69000	336	258	8	328
69500	334	252	9	325
70000	339	249	10	329
70500	335	244	11	324
71000	345	248	11	334
71500	339	244	12	327
72000	334	234	13	321
72500	335	234	13	322
73000	332	233	13	319
73500	341	235	15	326
74000	339	228	15	324
74500	331	227	15	316
75000	330	220	16	314
75500	325	218	15	310
76000	333	219	18	315
76500	337	219	24	313
77000	333	223	27	306
77500	325	220	32	293
78000	320	219	42	278
78500	298	212	44	254
79000	289	213	39	250
79500	286	213	37	249
80000	288	221	35	253
80500	286	221	36	250
81000	288	229	30	258
81500	286	235	25	261
82000	286	243	19	267
82500	283	241	21	262
83000	287	246	21	266
83500	293	254	18	275
84000	302	260	21	281
84500	305	262	21	284
85000	314	267	22	292
85500	313	271	18	295
86000	316	277	17	299
86500	313	271	17	296
87000	321	277	16	305
87500	317	275	14	303
88000	316	274	12	304
88500	321	277	13	308
89000	322	278	13	309
89500	313	268	13	300
90000	313	265	13	300
90500	318	269	13	305
91000	320	269	13	307
91500	321	269	13	308
92000	318	266	15	303
92500	316	261	19	297
93000	302	247	19	283
93500	309	253	20	289
94000	307	250	22	285
94500	313	253	21	292
95000	314	256	21	293
95500	314	256	23	291
96000	313	258	21	292
96500	320	265	21	299
97000	318	266	18	300
97500	318	269	16	302
98000	317	269	17	300
98500	314	262	18	296
99000	309	258	17	292
99500	317	263	19	298
100000	310	260	20	290
100500	311	260	19	292
101000	309	256	21	288
101500	313	261	21	292
102000	317	266	19	298
102500	316	266	19	297
103000	322	269	20	302
103500	320	263	21	299
104000	317	260	21	296
104500	313	249	24	289
105000	308	246	21	287
105500	308	251	18	290
106000	305	248	16	289
106500	315	253	17	298
107000	319	255	16	303
107500	317	253	18	299
108000	317	251	19	298
108500	324	256	17	307
109000	322	253	17	305
109500	322	253	17	305
110000	314	243	17	297
110500	321	250	18	303
111000	317	243	20	297
111500	309	237	24	285
112000	302	232	23	279
112500	298	228	24	274
113000	306	235	26	280
113500	297	236	24	273
114000	301	240	22	279
114500	299	240	23	276
115000	307	244	24	283
115500	302	240	24	278
116000	302	242	22	280
116500	299	244	17	282
117000	303	253	15	288
117500	309	261	15	294
118000	299	253	16	283
118500	302	255	19	283
119000	303	254	19	284
119500	305	259	17	288
120000	303	259	17	286
120500	302	261	16	286
121000	303	264	14	289
121500	302	267	12	290
122000	304	268	10	294
122500	307	272	10	297
123000	311	275	10	301
123500	311	276	9	302
124000	304	271	7	297
124500	302	274	6	296
125000	308	277	8	300
125500	304	276	6	298
126000	314	284	6	308
126500	322	290	6	316
127000	315	284	5	310
127500	316	285	4	312
128000	313	280	3	310
128500	310	276	4	306
129000	314	278	4	310
129500	312	275	4	308
130000	307	269	5	302
130500	310	270	5	305
131000	316	275	6	310
131500	315	274	6	309
132000	317	275	7	310
132500	316	270	7	309
133000	323	273	8	315
133500	330	275	8	322
134000	327	270	10	317
134500	321	262	11	310
135000	322	260	11	311
135500	315	250	13	302
136000	319	250	14	305
136500	321	248	15	306
137000	322	240	23	299
137500	318	241	20	298
138000	319	237	21	298
138500	316	233	24	292
139000	317	231	28	289
139500	311	224	32	279
140000	307	227	33	274
140500	293	219	33	260
141000	288	220	32	256
141500	286	222	29	257
142000	285	228	27	258
142500	288	236	25	263
143000	284	236	25	259
143500	293	244	24	269
144000	292	248	24	268
144500	303	256	22	281
145000	302	257	19	283
145500	293	252	16	277
146000	298	256	14	284
146500	308	262	13	295
147000	303	259	10	293
147500	308	261	9	299
148000	317	269	8	309
148500	317	270	6	311
149000	319	272	6	313
149500	318	270	8	310
150000	313	263	7	306
150500	305	261	6	299
151000	312	264	9	303
151500	315	264	10	305
152000	314	263	10	304
152500	312	258	11	301
153000	310	249	12	298
153500	311	249	13	298
154000	309	250	14	295
154500	306	245	17	289
155000	308	242	19	289
155500	307	241	25	282
156000	300	240	26	274
156500	293	235	24	269
157000	298	241	26	272
157500	296	241	24	272
158000	295	241	22	273
158500	298	247	20	278
159000	300	252	19	281
159500	304	254	19	285
160000	303	253	19	284
160500	294	252	19	275
161000	292	253	17	275
161500	299	262	16	283
162000	303	268	13	290
162500	308	274	13	295
163000	303	272	11	292
163500	307	275	11	296
164000	309	278	11	298
164500	306	275	12	294
165000	305	277	11	294
165500	307	277	12	295
166000	301	274	13	288
166500	301	273	13	288
167000	302	273	13	289
167500	308	277	13	295
168000	309	272	15	294
168500	299	264	14	285
169000	306	274	14	292
169500	314	279	14	300
170000	313	281	13	300
170500	311	280	13	298
171000	312	281	12	300
171500	309	278	11	298
172000	308	278	10	298
172500	299	271	8	291
173000	299	274	6	293
173500	298	273	7	291
174000	290	267	8	282
174500	292	268	8	284
175000	293	268	7	286
175500	302	272	7	295
176000	304	275	6	298
176500	308	277	5	303
177000	313	280	5	308
177500	316	279	5	311
178000	316	277	5	311
178500	312	276	4	308
179000	312	275	4	308
179500	316	274	5	311
180000	314	273	6	308
180500	309	268	7	302
181000	314	270	8	306
181500	312	265	9	303
182000	310	262	11	299
182500	306	257	13	293
183000	305	256	14	291
183500	304	255	14	290
184000	313	260	15	298
184500	316	261	14	302
185000	308	251	17	291
185500	311	254	16	295
186000	302	247	15	287
186500	307	246	17	290
187000	301	244	14	287
187500	298	242	15	283
188000	306	244	20	286
188500	309	248	20	289
189000	314	250	23	291
189500	309	246	27	282
190000	314	253	28	286
190500	307	247	29	278
191000	297	243	28	269
191500	298	248	27	271
192000	297	245	25	272
192500	301	249	23	278
193000	296	250	20	276
193500	301	253	19	282
194000	303	257	16	287
194500	308	264	16	292
195000	306	265	15	291
195500	304	263	15	289
196000	304	262	15	289
196500	304	260	16	288
197000	302	258	15	287
197500	300	255	14	286
198000	297	252	17	280
198500	298	254	16	282
199000	308	262	17	291
199500	310	266	17	293
200000	306	264	13	293
200500	307	264	12	295
201000	307	264	10	297
201500	304	266	9	295
202000	308	269	10	298
202500	308	266	12	296
203000	303	261	13	290
203500	312	268	14	298
204000	310	268	14	296
204500	311	269	14	297
205000	316	273	13	303
205500	305	262	12	293
206000	314	269	14	300
206500	304	262	13	291
207000	305	261	13	292
207500	303	260	15	288
208000	303	260	14	289
208500	303	262	13	290
209000	303	265	11	292
209500	308	268	10	298
210000	305	263	11	294
210500	303	259	12	291
211000	301	258	13	288
211500	304	262	13	291
212000	313	269	14	299
212500	315	269	13	302
213000	313	268	13	300
213500	314	269	10	304
214000	320	275	9	311
214500	311	268	9	302
215000	308	266	13	295
215500	296	259	13	283
216000	297	260	14	283
216500	297	261	14	283
217000	292	256	14	278
217500	289	254	15	274
218000	296	258	15	281
218500	300	263	15	285
219000	298	262	15	283
219500	307	272	15	292
