220000	303	272	15	288
220500	305	275	14	291
221000	303	276	9	294
221500	299	273	8	291
222000	305	277	9	296
222500	301	278	7	294
223000	294	275	7	287
223500	301	282	7	294
224000	299	280	7	292
224500	295	276	7	288
225000	301	280	7	294
225500	302	279	7	295
226000	307	282	7	300
226500	303	277	6	297
227000	310	281	6	304
227500	312	286	5	307
228000	310	284	4	306
228500	304	279	3	301
229000	305	282	3	302
229500	308	284	3	305
230000	306	278	5	301
230500	311	282	7	304
231000	317	288	8	309
231500	303	271	9	294
232000	309	277	10	299
232500	307	273	10	297
233000	307	272	11	296
233500	311	276	11	300
234000	313	277	11	302
234500	302	267	10	292
235000	305	268	11	294
235500	308	266	13	295
236000	304	263	15	289
236500	303	259	18	285
237000	290	251	19	271
237500	294	255	21	273
238000	293	257	21	272
238500	304	265	23	281
239000	300	264	23	277
239500	297	262	21	276
240000	299	264	22	277
240500	304	270	21	283
241000	306	273	23	283
241500	306	278	21	285
242000	298	274	19	279
242500	297	273	18	279
243000	298	275	17	281
243500	291	275	10	281
244000	298	284	8	290
244500	302	287	8	294
245000	302	289	7	295
245500	299	284	8	291
246000	297	281	8	289
246500	300	286	7	293
247000	301	287	7	294
247500	305	291	6	299
248000	311	296	6	305
248500	311	298	3	308
249000	317	303	3	314
249500	318	303	4	314
250000	327	310	4	323
250500	322	305	3	319
251000	316	300	2	314
251500	312	297	2	310
252000	305	288	3	302
252500	300	286	3	297
253000	301	286	3	298
253500	298	281	4	294
254000	302	283	5	297
254500	304	285	6	298
255000	306	286	7	299
255500	301	282	7	294
256000	305	288	6	299
256500	319	297	10	309
257000	314	292	11	303
257500	305	280	12	293
258000	308	282	13	295
258500	306	278	13	293
259000	309	282	15	294
259500	314	286	14	300
260000	314	287	14	300
260500	318	287	15	303
261000	314	284	14	300
261500	301	274	12	289
262000	294	270	8	286
262500	304	279	8	296
263000	308	282	9	299
263500	301	276	9	292
264000	308	284	11	297
264500	313	289	12	301
265000	319	291	15	304
265500	318	290	15	303
266000	319	290	15	304
266500	314	283	17	297
267000	318	286	17	301
267500	320	282	20	300
268000	314	274	20	294
268500	317	272	24	293
269000	314	266	25	289
269500	308	261	24	284
270000	302	253	26	276
270500	301	252	24	277
271000	306	253	28	278
271500	302	248	28	274
272000	304	247	29	275
272500	304	248	27	277
273000	308	250	26	282
273500	308	253	23	285
274000	308	251	22	286
274500	308	252	21	287
275000	310	253	22	288
275500	313	256	21	292
276000	312	260	19	293
276500	315	263	22	293
277000	312	258	21	291
277500	313	261	20	293
278000	312	260	19	293
278500	309	256	17	292
279000	309	256	16	293
279500	313	259	17	296
280000	311	257	13	298
280500	310	254	14	296
281000	314	255	12	302
281500	309	247	13	296
282000	310	249	13	297
282500	318	253	12	306
283000	324	253	12	312
283500	323	251	14	309
284000	325	248	14	311
284500	317	242	13	304
285000	317	243	15	302
285500	318	245	16	302
286000	324	248	16	308
286500	323	244	21	302
287000	320	241	22	298
287500	320	240	24	296
288000	314	233	25	289
288500	311	229	27	284
289000	311	227	29	282
289500	312	229	34	278
290000	308	225	35	273
290500	306	228	35	271
291000	297	225	33	264
291500	302	235	34	268
292000	308	237	36	272
292500	309	242	34	275
293000	307	241	31	276
293500	315	241	34	281
294000	319	243	33	286
294500	316	242	32	284
295000	313	241	32	281
295500	316	239	32	284
296000	314	237	29	285
296500	316	238	29	287
297000	321	242	28	293
297500	325	244	29	296
298000	333	249	28	305
298500	343	252	28	315
299000	332	241	28	304
299500	338	238	30	308
300000	328	228	30	298
300500	319	221	32	287
301000	329	224	38	291
301500	322	220	40	282
302000	315	213	39	276
302500	318	215	42	276
303000	303	208	40	263
303500	299	205	43	256
304000	301	213	40	261
304500	301	217	38	263
305000	307	229	33	274
305500	302	227	32	270
306000	301	227	30	271
306500	305	229	31	274
307000	305	229	31	274
307500	309	232	31	278
308000	326	247	32	294
308500	326	250	31	295
309000	321	251	28	293
309500	322	251	25	297
310000	312	247	22	290
310500	316	249	23	293
311000	317	251	25	292
311500	315	246	27	288
312000	318	248	29	289
312500	319	247	32	287
313000	318	245	33	285
313500	318	243	33	285
314000	318	239	36	282
314500	315	237	35	280
315000	317	235	38	279
315500	325	235	40	285
316000	327	233	46	281
316500	318	229	44	274
317000	314	226	45	269
317500	307	225	40	267
318000	304	223	36	268
318500	295	218	37	258
319000	304	225	42	262
319500	301	223	42	259
320000	299	219	44	255
320500	299	222	42	257
321000	306	231	40	266
321500	305	231	40	265
322000	309	236	43	266
322500	310	235	44	266
323000	309	233	46	263
323500	299	228	43	256
324000	297	227	42	255
324500	296	229	38	258
325000	298	231	38	260
325500	289	224	35	254
326000	298	229	36	262
326500	306	238	34	272
327000	304	240	31	273
327500	303	242	27	276
328000	310	250	27	283
328500	307	248	27	280
329000	304	248	25	279
329500	309	253	22	287
330000	310	256	21	289
330500	303	252	18	285
331000	311	257	18	293
331500	312	256	18	294
332000	310	252	18	292
332500	312	249	18	294
333000	317	252	19	298
333500	319	254	19	300
334000	323	259	18	305
334500	311	250	18	293
335000	317	250	18	299
335500	317	245	18	299
336000	311	236	19	292
336500	321	241	20	301
337000	321	241	20	301
337500	324	241	22	302
338000	326	239	23	303
338500	321	238	23	298
339000	322	236	23	299
339500	321	231	27	294
340000	327	238	28	299
340500	319	232	27	292
341000	325	236	27	298
341500	319	230	26	293
342000	328	236	27	301
342500	318	220	29	289
343000	313	215	32	281
343500	314	214	35	279
344000	311	212	40	271
344500	314	212	39	275
345000	313	213	40	273
345500	312	211	43	269
346000	307	216	39	268
346500	312	219	36	276
347000	316	225	35	281
347500	321	225	38	283
348000	317	229	32	285
348500	317	232	29	288
349000	315	231	28	287
349500	313	234	27	286
350000	307	232	24	283
350500	304	229	26	278
351000	314	236	27	287
351500	316	239	26	290
352000	319	235	31	288
352500	319	241	32	287
353000	312	234	36	276
353500	312	230	42	270
354000	302	230	39	263
354500	301	235	35	266
355000	299	240	31	268
355500	296	239	30	266
356000	298	242	27	271
356500	299	246	26	273
357000	299	247	22	277
357500	303	254	21	282
358000	308	262	21	287
358500	298	255	19	279
359000	305	262	19	286
359500	299	261	15	284
360000	302	264	13	289
360500	310	274	12	298
361000	311	272	9	302
361500	314	273	9	305
362000	313	272	8	305
362500	312	271	9	303
363000	309	267	10	299
363500	308	269	9	299
364000	308	271	7	301
364500	305	269	7	298
365000	302	264	7	295
365500	303	263	6	297
366000	310	270	6	304
366500	309	266	5	304
367000	311	266	3	308
367500	315	267	3	312
368000	316	267	3	313
368500	315	265	3	312
369000	311	260	2	309
369500	311	254	2	309
370000	311	251	1	310
370500	318	255	1	317
371000	323	261	1	322
371500	325	261	2	323
372000	323	254	2	321
372500	321	253	2	319
373000	326	254	2	324
373500	332	256	2	330
374000	334	255	2	332
374500	336	254	1	335
375000	329	247	0	329
375500	326	244	0	326
376000	330	244	0	330
376500	325	240	0	325
377000	334	246	0	334
377500	339	245	0	339
378000	336	240	0	336
378500	338	236	0	338
379000	336	233	0	336
379500	339	233	0	339
380000	335	226	0	335
380500	338	225	0	338
381000	340	221	0	340
381500	338	214	0	338
382000	342	212	0	342
382500	344	212	0	344
383000	344	209	2	342
383500	361	220	2	359
384000	352	213	2	350
384500	358	211	3	355
385000	359	212	4	355
385500	360	210	4	356
386000	354	201	5	349
386500	351	198	5	346
387000	346	196	7	339
387500	341	194	6	335
388000	346	198	6	340
388500	348	197	6	342
389000	351	199	6	345
389500	355	208	7	348
390000	353	207	6	347
390500	360	209	6	354
391000	350	205	6	344
391500	349	203	5	344
392000	353	211	4	349
392500	354	210	5	349
393000	365	218	5	360
393500	369	223	5	364
394000	367	223	3	364
394500	359	222	3	356
395000	360	224	3	357
395500	361	225	4	357
396000	357	218	3	354
396500	361	221	3	358
397000	358	218	4	354
397500	365	222	4	361
398000	371	225	3	368
398500	365	219	3	362
399000	361	216	2	359
399500	357	211	1	356
400000	363	210	1	362
400500	367	214	1	366
401000	378	217	2	376
401500	378	214	2	376
402000	387	218	2	385
402500	390	223	2	388
403000	378	221	2	376
403500	372	213	2	370
404000	380	220	2	378
404500	379	217	2	377
405000	385	223	2	383
405500	387	225	2	385
406000	389	224	2	387
406500	387	220	2	385
407000	387	221	2	385
407500	383	221	3	380
408000	370	216	3	367
408500	371	219	3	368
409000	374	223	3	371
409500	374	227	2	372
410000	374	223	2	372
410500	368	220	1	367
411000	371	224	1	370
411500	373	225	1	372
412000	386	241	0	386
412500	382	235	0	382
413000	382	232	0	382
413500	379	232	0	379
414000	376	226	0	376
414500	381	229	0	381
415000	383	226	1	382
415500	389	231	1	388
416000	388	230	1	387
416500	391	231	1	390
417000	392	236	1	391
417500	397	236	1	396
418000	383	229	1	382
418500	381	231	1	380
419000	377	230	2	375
419500	371	223	2	369
420000	379	227	2	377
420500	389	232	3	386
421000	393	236	3	390
421500	391	236	3	388
422000	396	239	3	393
422500	398	242	3	395
423000	389	234	3	386
423500	391	233	3	388
424000	392	231	2	390
424500	380	227	2	378
425000	380	218	2	378
425500	383	219	2	381
426000	376	210	2	374
426500	379	210	3	376
427000	396	227	3	393
427500	399	228	3	396
428000	393	225	3	390
428500	398	231	3	395
429000	398	232	4	394
429500	397	227	4	393
430000	390	222	5	385
430500	392	223	5	387
431000	397	228	7	390
431500	393	222	10	383
432000	392	219	12	380
432500	383	214	14	369
433000	381	222	14	367
433500	374	221	16	358
434000	376	225	14	362
434500	381	230	13	368
435000	386	237	10	376
435500	391	236	11	380
436000	377	225	9	368
436500	386	231	12	374
437000	381	231	13	368
437500	378	226	16	362
438000	382	226	25	357
438500	379	234	37	342
439000	373	234	45	328
439500	357	234	49	308
440000	341	238	50	291
440500	343	253	51	292
441000	328	257	39	289
441500	323	261	34	289
442000	333	277	27	306
442500	352	297	24	328
443000	345	296	23	322
443500	336	263	48	288
444000	293	207	67	226
444500	200	128	61	139
445000	160	103	49	111
445500	149	96	46	103
446000	152	103	43	109
446500	158	113	38	120
447000	178	132	37	141
447500	196	144	42	154
448000	205	150	44	161
448500	228	163	52	176
449000	225	155	57	168
449500	225	164	48	177
450000	227	176	40	187
450500	246	198	36	210
451000	251	207	33	218
451500	261	221	29	232
452000	265	229	26	239
452500	278	243	22	256
453000	284	249	21	263
453500	291	260	19	272
454000	298	270	18	280
454500	307	280	17	290
455000	307	281	17	290
455500	305	278	19	286
456000	312	283	22	290
456500	306	278	24	282
457000	305	281	21	284
457500	296	275	19	277
458000	295	272	20	275
458500	295	273	18	277
459000	300	277	19	281
459500	305	281	20	285
460000	305	285	16	289
460500	306	285	16	290
461000	300	279	17	283
461500	304	284	16	288
462000	308	289	15	293
462500	303	284	15	288
463000	306	286	16	290
463500	298	279	15	283
464000	300	279	16	284
464500	293	271	18	275
465000	297	276	16	281
465500	303	283	15	288
466000	311	292	14	297
466500	314	295	15	299
467000	311	294	13	298
467500	314	296	13	301
468000	316	297	14	302
468500	311	292	15	296
469000	312	293	15	297
469500	305	284	15	290
470000	306	286	15	291
470500	304	285	13	291
471000	302	283	13	289
471500	298	276	15	283
472000	304	283	14	290
472500	302	280	16	286
473000	312	289	17	295
473500	312	287	19	293
474000	308	283	19	289
474500	304	279	19	285
475000	309	283	20	289
475500	306	279	21	285
476000	307	281	21	286
476500	308	279	24	284
477000	301	272	22	279
477500	299	271	22	277
478000	296	270	20	276
478500	299	273	19	280
479000	304	275	21	283
479500	308	277	23	285
480000	310	282	20	290
480500	305	278	19	286
481000	302	274	19	283
481500	301	274	16	285
482000	301	271	18	283
482500	301	271	17	284
483000	307	277	18	289
483500	302	273	17	285
484000	307	280	17	290
484500	303	277	17	286
485000	304	281	15	289
485500	309	283	17	292
486000	310	282	19	291
486500	307	279	19	288
487000	300	277	17	283
487500	305	281	18	287
488000	299	274	20	279
488500	305	277	23	282
489000	297	269	23	274
489500	307	276	27	280
490000	304	274	26	278
490500	306	276	26	280
491000	300	270	27	273
491500	303	272	27	276
492000	300	268	27	273
492500	297	269	24	273
493000	291	261	25	266
493500	298	268	25	273
494000	302	274	23	279
494500	308	280	22	286
495000	314	289	19	295
495500	310	286	18	292
496000	311	286	18	293
496500	313	289	18	295
497000	297	272	18	279
497500	296	270	18	278
498000	297	266	19	278
498500	294	265	18	276
499000	299	272	16	283
499500	301	275	16	285
500000	309	284	16	293
500500	309	284	16	293
501000	310	285	15	295
501500	306	281	16	290
502000	308	285	15	293
502500	305	279	16	289
503000	304	277	17	287
503500	311	283	19	292
504000	308	282	19	289
504500	305	280	17	288
505000	305	283	17	288
505500	301	276	19	282
506000	306	279	20	286
506500	305	276	20	285
507000	308	277	21	287
507500	305	272	22	283
508000	308	278	20	288
508500	305	275	20	285
509000	302	270	24	278
509500	314	283	23	291
510000	305	275	21	284
510500	303	275	20	283
511000	296	268	21	275
511500	299	271	21	278
512000	300	269	22	278
512500	304	269	25	279
513000	308	271	26	282
513500	313	274	27	286
514000	321	281	28	293
514500	313	277	23	290
515000	314	279	22	292
515500	312	277	22	290
516000	311	278	20	291
516500	306	273	21	285
517000	307	273	23	284
517500	306	274	21	285
518000	309	276	23	286
518500	300	266	25	275
519000	301	265	25	276
519500	308	270	27	281
520000	310	272	29	281
520500	309	272	28	281
521000	311	270	31	280
521500	314	275	28	286
522000	312	272	30	282
522500	308	269	29	279
523000	310	272	30	280
523500	305	269	29	276
524000	306	270	30	276
524500	307	265	35	272
525000	303	261	34	269
525500	303	259	34	269
526000	300	261	30	270
526500	298	259	29	269
527000	298	262	24	274
527500	294	258	23	271
528000	300	264	25	275
528500	298	264	22	276
529000	304	269	23	281
529500	298	263	24	274
530000	301	268	24	277
530500	307	270	26	281
531000	315	277	28	287
531500	309	268	30	279
532000	313	270	31	282
532500	314	272	29	285
533000	308	269	24	284
533500	306	265	26	280
534000	306	266	26	280
534500	312	271	26	286
535000	312	267	28	284
535500	310	268	26	284
536000	318	274	28	290
536500	322	276	28	294
537000	316	270	28	288
537500	312	264	30	282
538000	313	266	30	283
538500	316	268	29	287
539000	323	271	32	291
539500	310	264	26	284
540000	315	268	27	288
540500	313	264	29	284
541000	304	258	28	276
541500	306	256	30	276
542000	312	265	27	285
542500	317	271	26	291
543000	319	273	28	291
543500	314	271	26	288
544000	314	267	29	285
544500	313	264	28	285
545000	314	267	28	286
545500	313	266	29	284
546000	319	268	35	284
546500	310	261	35	275
547000	310	261	35	275
547500	308	259	37	271
548000	320	270	38	282
548500	317	271	35	282
549000	307	261	35	272
549500	302	255	36	266
550000	301	255	36	265
550500	293	252	32	261
551000	288	250	30	258
551500	295	258	27	268
552000	296	258	29	267
552500	303	265	30	273
553000	306	267	31	275
553500	310	273	29	281
554000	312	274	31	281
554500	316	278	30	286
555000	310	275	26	284
555500	306	275	24	282
556000	312	283	24	288
556500	306	277	23	283
557000	310	282	21	289
557500	305	277	20	285
558000	302	276	18	284
558500	309	279	20	289
559000	310	278	19	291
559500	303	276	19	284
560000	299	272	19	280
560500	301	277	16	285
561000	294	273	15	279
561500	293	273	15	278
562000	300	280	13	287
562500	308	289	13	295
563000	300	285	12	288
563500	298	283	11	287
564000	309	293	12	297
564500	313	298	12	301
565000	315	298	13	302
565500	317	298	15	302
566000	314	295	14	300
566500	307	287	14	293
567000	304	284	16	288
567500	308	286	15	293
568000	305	280	16	289
568500	304	282	14	290
569000	304	282	14	290
569500	307	283	15	292
570000	307	286	15	292
570500	308	287	15	293
571000	304	279	18	286
571500	305	281	18	287
572000	297	274	17	280
572500	298	276	14	284
573000	304	284	13	291
573500	312	291	15	297
574000	307	284	15	292
574500	310	292	11	299
575000	309	291	11	298
575500	312	296	12	300
576000	307	288	13	294
576500	301	282	13	288
577000	301	283	14	287
577500	299	281	14	285
578000	307	286	15	292
578500	302	278	17	285
579000	308	285	16	292
579500	306	284	15	291
580000	304	281	15	289
580500	302	276	16	286
581000	310	283	16	294
581500	308	280	19	289
582000	304	276	20	284
582500	300	270	22	278
583000	299	268	25	274
583500	305	272	24	281
584000	302	267	25	277
584500	300	267	23	277
585000	298	267	22	276
585500	300	266	24	276
586000	297	269	19	278
586500	298	266	22	276
587000	301	269	22	279
587500	315	282	22	293
588000	313	282	21	292
588500	306	279	18	288
589000	309	285	18	291
589500	307	285	16	291
590000	294	274	14	280
590500	293	275	12	281
591000	291	276	11	280
591500	295	280	9	286
592000	300	286	8	292
592500	296	282	8	288
593000	304	285	12	292
593500	314	291	14	300
594000	310	288	14	296
594500	317	293	15	302
595000	321	296	15	306
595500	312	289	14	298
596000	313	294	11	302
596500	305	289	9	296
597000	306	289	10	296
597500	306	290	10	296
598000	295	278	11	284
598500	299	281	12	287
599000	305	286	12	293
599500	309	289	13	296
600000	306	287	14	292
600500	316	294	17	299
601000	312	288	20	292
601500	318	286	28	290
602000	314	282	29	285
602500	307	274	29	278
603000	303	273	26	277
603500	304	273	27	277
604000	301	269	27	274
604500	302	271	27	275
605000	298	268	26	272
605500	295	263	26	269
606000	305	274	26	279
606500	297	266	26	271
607000	300	265	29	271
607500	293	260	27	266
608000	296	264	28	268
608500	289	260	26	263
609000	291	261	28	263
609500	298	269	27	271
610000	308	276	31	277
610500	313	280	32	281
611000	311	283	28	283
611500	314	285	29	285
612000	311	283	27	284
612500	318	291	26	292
613000	319	293	25	294
613500	313	284	28	285
614000	304	276	27	277
614500	300	273	26	274
615000	297	272	24	273
615500	300	270	28	272
616000	307	277	28	279
616500	315	281	31	284
617000	310	276	31	279
617500	303	267	30	273
618000	307	269	30	277
618500	304	269	27	277
619000	309	270	28	281
619500	307	267	28	279
620000	312	271	27	285
620500	308	269	26	282
621000	313	273	26	287
621500	307	264	27	280
622000	307	264	28	279
622500	303	264	24	279
623000	301	262	23	278
623500	301	261	24	277
624000	309	272	23	286
624500	311	271	23	288
625000	314	275	21	293
625500	316	277	19	297
626000	312	275	16	296
626500	318	278	18	300
627000	311	270	19	292
627500	310	270	20	290
628000	312	274	21	291
628500	308	275	18	290
629000	315	283	19	296
629500	312	278	20	292
630000	312	282	18	294
630500	309	278	18	291
631000	304	273	15	289
631500	302	272	14	288
632000	304	273	14	290
632500	309	276	16	293
633000	313	279	18	295
633500	311	280	18	293
634000	308	279	18	290
634500	301	269	20	281
635000	303	267	24	279
635500	307	264	29	278
